id,name,active,is_company,state_id/id,street,street2,zip,city,country_id/id,property_payment_term/id,phone,fax,email,website,ref,lang,sageecommerce,pwecommerce,property_account_position
res.partner_LAMAD1,LA MADRILENE - SARL ROMI,True,True,,CC GRAND TOUR,GALERIE MARCHANDE,33560,SAINTE  EULALIE,,account_payment_term.60joursfindemois,0033 556380212,0033 620527749,,,LAMAD1,French / Français,LAMAD1,duvir973,Régime Intra-Communautaire
res.partner_LAMADR,LA MADRILENE (N°1520073629),True,True,,CC RIVE DROITE CARREFOUR,,33310,LORMONT,,account_payment_term.60joursfindemois,0033 556404806,0033 556404790,,,LAMADR,French / Français,LAMADR,zotog716,Régime Intra-Communautaire
res.partner_LAMAI,LA MAISON DU CUIR ( SARL BERANGER ),True,True,,"45 - 47 , RUE SIGORGNE",,71000,MACON,,account_payment_term.60joursfindemois,"03,85,38,13,06","03,85,38,83,93",,,LAMAI,French / Français,LAMAI,xomuk721,Régime Intra-Communautaire
res.partner_LAMAI1,LA MAISON DU CUIR (PACIFIC CUIR 2),True,True,,10 . MARQUES AVENUE,9 . QUAI CHATELIER,93450,L'ILE ST DENIS,,account_payment_term.60joursfindemois,01.42.43.17.95,,,,LAMAI1,French / Français,LAMAI1,kagat460,Régime Intra-Communautaire
res.partner_LAMAI2,LA MAIN DANS LE SAC,True,True,,CC CAP NORD,RUE LOUIS GUILLOU,35600,REDON,,account_payment_term.60joursfindemois,2.99.71.28.42,,veronique.bauer0886@orange.fr,,LAMAI2,French / Français,LAMAI2,puzap105,Régime Intra-Communautaire
res.partner_LAMAI3,LA MAIN DANS LE SAC,True,True,,"1, RUE DES FOSSES",,38350,LA MURE,,account_payment_term.60joursfindemois,0033 476810946,,,,LAMAI3,French / Français,LAMAI3,borej285,Régime Intra-Communautaire
res.partner_LAMAL1,LA MALLE POSTE (FONTAINEBLEAU),True,True,,66 . RUE GRANDE,,77300,FONTAINEBLEAU,,account_payment_term.60joursfindemois,01.64.22.25.41,,,,LAMAL1,French / Français,LAMAL1,teroq569,Régime Intra-Communautaire
res.partner_LAMAL2,LA MALLETERIE,True,True,,14 . AVENUE SECRETAN,,75019,PARIS,,account_payment_term.60joursfindemois,01.42.40.42.07,,,,LAMAL2,French / Français,LAMAL2,piruz034,Régime Intra-Communautaire
res.partner_LAMAL3,LA MALLE ANGLAISE,True,True,,"234, RUE CARNOT",,71000,MACON,,account_payment_term.60joursfindemois,0033 385392981,,,,LAMAL3,French / Français,LAMAL3,buvav938,Régime Intra-Communautaire
res.partner_LAMAL4,LA MALLE DES INDES,True,True,,"17, RUE DU PERE LOUIS DE JABRUN",CC SAINT-CHRISTOLY,33000,BORDEAUX,,account_payment_term.60joursfindemois,0033 556480273,,,,LAMAL4,French / Français,LAMAL4,balef706,Régime Intra-Communautaire
res.partner_LAMALL,LA MALLE POSTE ,True,True,,"27 , RUE D'ORFEUIL",,51000,CHALONS EN CHAMPAGNE,,account_payment_term.60joursfindemois,"03,26,68,02,99",03.26 64 63 63,,,LAMALL,French / Français,LAMALL,bequg831,Régime Intra-Communautaire
res.partner_LAMAR1,LA MAROQUINERIE,True,True,,ZAC DES MALADIERES - CC LECLERC,36 . RUE GUSTAVE EFFEL,21200,BEAUNE,,account_payment_term.60joursfindemois,03.80.22.49.71,03.80.22.49.71,,,LAMAR1,French / Français,LAMAR1,kadim048,Régime Intra-Communautaire
res.partner_LAMASC,LA MASCOTTE,True,True,,RUE ST JEAN . 61,,62520,LE TOUQUET,,account_payment_term.60joursfindemois,0033 321050298,321056310,,,LAMASC,French / Français,LAMASC,soqom667,Régime Intra-Communautaire
res.partner_LAMBRI,DRUKKERIJ LAMBRICHTS,True,True,,"O.L. VROUWSTRAAT, 9",,3740,BILZEN,,account_payment_term.30joursnet,089 411375,,,,LAMBRI,Dutch / Nederlands,LAMBRI,kinek872,Régime National
res.partner_LAMOD1,LA MODA MERCERIA,True,True,,PASSEIG PLACA MAJOR 65,,8201,SABADELL,,account_payment_term.ttbeforeshipment,0034 937256123,,lamodasabadell@gmail.com,,LAMOD1,English,LAMOD1,buxal292,Régime Intra-Communautaire
res.partner_LAMODE,LA MODE DE PARIS MAROQUINERIE,True,True,,RUE DE LA CATHEDRALE . 66,,4000,LIEGE,,account_payment_term.30joursnet,,,,,LAMODE,French / Français,LAMODE,vepeg935,Régime National
res.partner_LANDSC,SCHREIBER LANDSCHAFTSBAU,True,True,res.state_SACHSEN-ANHALT,AM WASSERTURM 1A,,39576,STENDAL,,account_payment_term.30joursnet,03931 710540,,,,LANDSC,English,LANDSC,namib369,Régime Intra-Communautaire
res.partner_LANEFF,FERME CHÂTEAU DE LANEFFE,True,True,,"GRAND ROUTE, 47",,5651,LANEFFE,,account_payment_term.30joursnet,071 651685,,,,LANEFF,French / Français,LANEFF,qepab221,Régime National
res.partner_LANGE1,LANGER LEDERWAREN,True,True,res.state_THÜRINGEN,BRÜCKENSTR. 22,,7973,GREIZ,,account_payment_term.30joursnet,03661.6751.30,03661.67.51.30,,,LANGE1,English,LANGE1,femaj860,Régime Intra-Communautaire
res.partner_LANISS,LA NISSA  S.A.R.L.,True,True,,2 . RUE JEAN ET MARCELLIN TRUQUIN,,80800,CORBIE,,account_payment_term.60joursfindemois,03.22.96.94.52,,,,LANISS,French / Français,LANISS,zefaz417,Régime Intra-Communautaire
res.partner_LANTI,L 'ANTILOPE SARL,True,True,,13 . RUE DANTON,,29120,PONT L'ABBE,,account_payment_term.60joursfindemois,02.98.87.39.93,,,,LANTI,French / Français,LANTI,qegov232,Régime Intra-Communautaire
res.partner_LANTI1,L'ANTLOPE,True,True,,"17, RUE VOLTAIRE",,29100,DOUARNENEZ,,account_payment_term.60joursfindemois,0033 298870841,,,,LANTI1,French / Français,LANTI1,japam074,Régime Intra-Communautaire
res.partner_LAP,LAPOCHE HOGEZAND  (N°64733),True,True,,GORECHT- OOST . 148,,9603,AC HOGEZAND,,account_payment_term.30joursnet,,,,,LAP,Dutch / Nederlands,LAP,zibod735,Régime Intra-Communautaire
res.partner_LAPANT,LA PANTERA LEDERWAREN,True,True,,BAHNHOFSTRASSE 8,,9020,KLAGENFURT,,account_payment_term.30joursnet,0043 463514316,0043 463511099,,,LAPANT,English,LAPANT,bisec020,Régime Intra-Communautaire
res.partner_LAPASS,LA PASSION DU CUIR,True,True,,"27, RUE DE REIMS",,81370,SAINT SULPICE / TARN,,account_payment_term.60joursfindemois,0033 685998742,,,,LAPASS,French / Français,LAPASS,qerog252,Régime Intra-Communautaire
res.partner_LAPO,LAPOCHE GRONINGEN (N°62764),True,True,,DIERENRIEMSTRAAT . 202,,9742,AM GRONINGEN,,account_payment_term.30joursnet,050-5735743,,,,LAPO,Dutch / Nederlands,LAPO,sagub617,Régime Intra-Communautaire
res.partner_LAPOC,LAPOCHE ASSEN  (N°1560064954),True,True,,WEYERSLOOP . 6,,9401,DZ ASSEN,,account_payment_term.30joursnet,0592-31.68.20,,,,LAPOC,Dutch / Nederlands,LAPOC,pixuf655,Régime Intra-Communautaire
res.partner_LAPOCH,LAPOCHE APELDOORN (N°1550067506),True,True,,RAADHUISPLEIN . 2B,,7311,LK APELDOORN,,account_payment_term.30joursnet,055.57.87.945,,info@lapoche.nl,,LAPOCH,Dutch / Nederlands,LAPOCH,vonun765,Régime Intra-Communautaire
res.partner_LARCAE,L'ART DU CUIR,True,True,,"3, RUE NEUVE ST JEAN",,14000,CAEN,,account_payment_term.60joursfindemois,0033 231862928,,art-du-cuir@orange.fr,,LARCAE,French / Français,LARCAE,tineb452,Régime Intra-Communautaire
res.partner_LARLEQ,MAROQUINERIE L'ARLEQUIN,True,True,,"45, RUE LIMOGEANNE",,24000,PERIGUEUX,,account_payment_term.60joursfindemois,05.53.08.40.34,,,,LARLEQ,French / Français,LARLEQ,toxaq428,Régime Intra-Communautaire
res.partner_LARMOR,LARMORIE MAROQUINERIE,True,True,,72 . AV GAL LECLERCQ,,75014,PARIS,,account_payment_term.60joursfindemois,1.45.39.55.22,1.45.39.55.22,larmorie@wanadoo.fr,,LARMOR,French / Français,LARMOR,zulut359,Régime Intra-Communautaire
res.partner_LAROSE,LA ROSERAIE,True,True,,57 . RUE JULIETTE DODU,,97400,SAINT-DENIS DE LA REUNION,,account_payment_term.60joursfindemois,00 262 262200393,00 262 262210720,circus.roseraie@wanadoo.fr,,LAROSE,French / Français,LAROSE,nidof565,Régime Extra-Communautaire
res.partner_LARTLU,L'ART DU CUIR,True,True,,12 . RUE JEAN ORIGER,,2269,LUXEMBOURG,,account_payment_term.30joursnet,00352 409796,00352 409755,,,LARTLU,French / Français,LARTLU,tevep092,Régime Intra-Communautaire
res.partner_LAS,LA SACOCHE,True,True,,"26 , RUE DU CHATEAU",,92500,RUEIL,,account_payment_term.60joursfindemois,"01,47,51,39,78",,,,LAS,French / Français,LAS,xavuf542,Régime Intra-Communautaire
res.partner_LASAC1,LA SACOCHE - LATITUDE (N°1520073697,True,True,,53 .RUE DU GRAND JARDIN,CS 11879,35418,SAINT MALO CEDEX,,account_payment_term.60joursfindemois,0033 299408107,0033 299408107,,,LASAC1,French / Français,LASAC1,pogos957,Régime Intra-Communautaire
res.partner_LASEL2,LA SELLERIE,True,True,,34 . RUE SAINT ETIENNE,,77000,MELUN,,account_payment_term.60joursfindemois,,,,,LASEL2,French / Français,LASEL2,jesaf960,Régime Intra-Communautaire
res.partner_LASEL3,LA SELLERIE MAROQUINERIE,True,True,,CC CARREFOUR,,49300,CHOLET,,account_payment_term.60joursfindemois,0033 241655935,,maroquinerielasellerie@orange.fr,,LASEL3,French / Français,LASEL3,soqer647,Régime Intra-Communautaire
res.partner_LASEL4,LA SELLERIE,True,True,,"14, PLACE ARISTIDE BRIAND",,59400,CAMBRAI,,account_payment_term.60joursfindemois,,,,,LASEL4,French / Français,LASEL4,bilum238,Régime Intra-Communautaire
res.partner_LASERC,LASER CONCEPT SPRL,True,True,,"SUR LE BATTY , 106",,4870,FRAIPONT,,account_payment_term.30joursnet,087 269449,,,,LASERC,French / Français,LASERC,lokon266,Régime National
res.partner_LASTOU,LA SELLERIE,True,True,,44 . RUE D ALGER,,83000,TOULON,,account_payment_term.60joursfindemois,4.94.92.26.28,4.94.91.79.39,,,LASTOU,French / Français,LASTOU,jifil228,Régime Intra-Communautaire
res.partner_LATA,LA TANNERIE DE LA COUR,True,True,,"14  , RUE DE LAUSANNE",,1950,SION,,account_payment_term.ttbeforeshipment,0041 273221614,0041 273227661,,,LATA,French / Français,LATA,mekuq965,Régime Extra-Communautaire
res.partner_LATANN,LA TANNERIE,True,True,,"10 , RUE ST JEAN",,2000,LAON,,account_payment_term.60joursfindemois,0033 323231038,,,,LATANN,French / Français,LATANN,zuzij575,Régime Intra-Communautaire
res.partner_LATHAM,LATHAMS HILLMERS LTD.,True,True,,64-66 HIGH STREET,,CM16 4AE,"EPPING, ESSEX",,account_payment_term.30joursnet,0044 1992573023,0044 1992573022,,,LATHAM,English,LATHAM,vipaz270,Régime Intra-Communautaire
res.partner_LATITU,LATITUDE,True,True,,CC CARREFOUR BEAUJOIRE,,44300,NANTES,,account_payment_term.60joursfindemois,02.40.50.58.71,02.40.50.58.71,,,LATITU,French / Français,LATITU,mojud093,Régime Intra-Communautaire
res.partner_LATRO,LA TROIKA,True,True,,CC CARREFOUR,,95350,ST BRICE,,account_payment_term.60joursfindemois,01.39.92.58.13,,,,LATRO,French / Français,LATRO,27101974,Régime Intra-Communautaire
res.partner_LATRO1,LA TROIKA,True,True,,1 . RUE HORIONNE,,95110,SANNOIS,,account_payment_term.60joursfindemois,01.39.98.79.23,,,,LATRO1,French / Français,LATRO1,fusug270,Régime Intra-Communautaire
res.partner_LAURIG,LAURIGE DURON SARL,True,True,,"87, BOULEVARD AMPERE",,79180,CHAURAY,,account_payment_term.60joursfindemois,0033 549241993,0033 549244846,laurige@interpc.fr,,LAURIG,French / Français,LAURIG,begub752,Régime Intra-Communautaire
res.partner_LAV,LAVAL S.A.,True,True,,ZONE ARTISANALE,,37310,CHEDIGNY,,account_payment_term.60joursfindemois,02.47.91.12..34,02.47.92.59.50,,laval-fr.com,LAV,French / Français,LAV,tejub044,Régime Intra-Communautaire
res.partner_LAVAL,LA VALISE,True,True,,GELDERLANDPLEIN . 213, ,1082,LX AMSTERDAM,,account_payment_term.30joursnet,020.644.28.34,020.644.28.34,,,LAVAL,Dutch / Nederlands,LAVAL,visos675,Régime Intra-Communautaire
res.partner_LAVALI,LA VALISETTE,True,True,,"56 , PASSAGE CLEMENCEAU",,3200,VICHY,,account_payment_term.60joursfindemois,470984359,,,,LAVALI,French / Français,LAVALI,zetex271,Régime Intra-Communautaire
res.partner_LAVENI,LES EDITIONS DE L'AVENIR S.A.,True,True,,"ROUTE DE HANNUT, 38",,5004,BOUGE,,account_payment_term.30joursnet,081 248811,081 220087,redaction@lavenir.net,,LAVENI,French / Français,LAVENI,quzem423,Régime National
res.partner_LAVIEE,LA VIE EN ROSE,True,True,,WESTERSTRAAT . 44,,1601,AK ENKHUIZEN,,account_payment_term.30joursnet,0228-315356,,jtdejong@quicknet.nl,,LAVIEE,Dutch / Nederlands,LAVIEE,jakiv165,Régime Intra-Communautaire
res.partner_LAVIGI,LA VIGIE,True,True,,20 . QUAI COMMNANDANT MALBERT,BP 351,29218,BREST CEDEX,,account_payment_term.60joursfindemois,02.98.43.94.94,02.98.43.94.92,,,LAVIGI,French / Français,LAVIGI,bevev690,Régime Intra-Communautaire
res.partner_LAVILL,LA VILLE,True,True,,46 . CHAUSSEE D'IXELLES,,1050,BRUXELLES,,account_payment_term.30joursnet,02 5112738,,,,LAVILL,French / Français,LAVILL,coqud374,Régime National
res.partner_LAVITA,LA VITA ET BELLA,True,True,,SCHOOLSTRAAT 4,,8540,DEERLIJK,,account_payment_term.30joursnet,056 689718,056 753698,,,LAVITA,Dutch / Nederlands,LAVITA,ropij479,Régime National
res.partner_LAVOY,LA VOYAGERIE  ( SA ROBIN),True,True,,7/9 . RUE DU COMMERCE,,58203,COSNE COURS SUR LOIRE,,account_payment_term.60joursfindemois,03.86.28.12.32,03.86.28.51.01,antinea-lavoyagerie@orange.fr,,LAVOY,French / Français,LAVOY,nixar951,Régime Intra-Communautaire
res.partner_LAVOYA,LA VOYAGERIE  ,True,True,,4. RUE CARNOT,,8200,SEDAN,,account_payment_term.60joursfindemois,0033 324290319,0033 324290319,,,LAVOYA,French / Français,LAVOYA,xivom117,Régime Intra-Communautaire
res.partner_LBDBEL,LBD BELUX,True,True,,AVENUE LOUISE 5005,,1000,BRUXELLES,,account_payment_term.30joursnet,,,,,LBDBEL,French / Français,LBDBEL,bubog555,Régime National
res.partner_LC,LC,True,True,,92 ter BLD PEREIRE,,75017,PARIS,,account_payment_term.60joursfindemois,153750437,153750435,lcparis@wanadoo.fr,,LC,French / Français,LC,xokom447,Régime Intra-Communautaire
res.partner_LCE001,LCE S.A.,True,True,,STAPSTEENWEG 7,KMO-ZONE STAPSTEEN,9070,HEUSDEN-DESTELBERGEN,,account_payment_term.30joursnet,09 3861048,09 3869446,,,LCE001,Dutch / Nederlands,LCE001,paned834,Régime National
res.partner_LE,L' ESCARCELLE,True,True,,14 . PLACE HOTEL DE VILLE,,4100,MANOSQUE,,account_payment_term.60joursfindemois,04.92.72.13.07,,,,LE,French / Français,LE,rezij585,Régime Intra-Communautaire
res.partner_LEARI1,LEARIEK VOF (N°1550067091),True,True,,1E WORMENSEWEG 133 III,,7331,MV APPELDOORN,,account_payment_term.30joursnet,0341.42.80.60,055.54.20.709,,,LEARI1,Dutch / Nederlands,LEARI1,duxok391,Régime Intra-Communautaire
res.partner_LEBAG1,LE BAGAGE,True,True,,VREDEMAKER . 137 ,,1689WS,ZWAAG,,account_payment_term.30joursnet,072 . 512. 69 .66,,le.cachet.bagage@gmail.com,,LEBAG1,Dutch / Nederlands,LEBAG1,rapaf712,Régime Intra-Communautaire
res.partner_LECA,LEDERW.LE CACHET  (N°1550067078),True,True,,BREEDSTRAAT . 5,,1811,HE ALKMAAR,,account_payment_term.30joursnet,072.511.30.94,,,,LECA,Dutch / Nederlands,LECA,goquf536,Régime Intra-Communautaire
res.partner_LECAC1,LE BAGAGE,True,True,,VREDEMAKER . 137 ,,1689WS,ZWAAG,,account_payment_term.30joursnet,072.51.26.966,,info@travelbagage.com,,LECAC1,Dutch / Nederlands,LECAC1,zolot469,Régime Intra-Communautaire
res.partner_LECAI1,LE CAIMAN,True,True,,17 . RUE DU CHATEAU,,50100,CHERBOURG,,account_payment_term.60joursfindemois,02.33.94.34.62,,,,LECAI1,French / Français,LECAI1,soqep312,Régime Intra-Communautaire
res.partner_LECER1,LE CERF VOLANT,True,True,,"12 , RUE GAMBETTA",,91290,ARPAJON,,account_payment_term.60joursfindemois,0033 164902088,,,,LECER1,French / Français,LECER1,boleg042,Régime Intra-Communautaire
res.partner_LECOBR,LE COBRA SARL MAROQ.,True,True,,"20, RUE JEAN JAURES",,11100,NARBONNE,,account_payment_term.60joursfindemois,0033 468906164,,,,LECOBR,French / Français,LECOBR,jucuj642,Régime Intra-Communautaire
res.partner_LECOMB,LECOMBI SA,True,True,,POSTBUS 616,,4870,AP ETTEN LEUR,,account_payment_term.30joursnet,076.50.16.110,076.50.15.960,,,LECOMB,Dutch / Nederlands,LECOMB,paquz756,Régime Intra-Communautaire
res.partner_LECOMP,LE COMPTOIR DE LA MAROQUINERIE,True,True,,CC BEYNOD II,,1700,BEYNOST,,account_payment_term.60joursfindemois,4.72.25.87.15,,,,LECOMP,French / Français,LECOMP,jobij591,Régime Intra-Communautaire
res.partner_LECRI,L ' ECRITOIRE,True,True,,AV.ALFRED MADOU . 44,,1150,BRUXELLES,,account_payment_term.30joursnet,02 7717957,,,,LECRI,French / Français,LECRI,kikob353,Régime National
res.partner_LECRI1,L'ECRIN,True,True,,"RUE DOHAN-HAUT, 30",,6836,DOHAN,,account_payment_term.30joursnet,061 469130,061 469130,,,LECRI1,French / Français,LECRI1,qifut572,Régime National
res.partner_LECRI2,L'ECRIN D'AIX,True,True,,"9, PLACE CARNOT",,73100,AIX LES BAINS,,account_payment_term.60joursfindemois,0033 479612705,,annafoss@neuf.fr,,LECRI2,French / Français,LECRI2,zonil127,Régime Intra-Communautaire
res.partner_LECRO1,LE CROCO D'OR,True,True,,20 . RUE GRANDE,,4100,MANOSQUE,,account_payment_term.60joursfindemois,0033 492875775,0033 492875775,crocodor@cegetel.net,,LECRO1,French / Français,LECRO1,kasot484,Régime Intra-Communautaire
res.partner_LECUI1,LE CUIR MAROQUINERIE,True,True,,5 . RUE DE LA CHAUSSEE,,61200,ARGENTAN,,account_payment_term.60joursfindemois,02.33.67.15.13,,,,LECUI1,French / Français,LECUI1,suvaj939,Régime Intra-Communautaire
res.partner_LECUI2,LE CUIR ALTIER,True,True,,GALERIE MARCHANDE MONTHETY,,77340,PONTAULT-COMBAULT,,account_payment_term.60joursfindemois,0033 160284490,,,,LECUI2,French / Français,LECUI2,zapeq060,Régime Intra-Communautaire
res.partner_LECUIR,LE CUIR MAROQUINERIE,True,True,,4 . RUE DU MONUMENT,,38300,BOURGOIN - JALLIEU,,account_payment_term.60joursfindemois,04.74.93.08.61,,,,LECUIR,French / Français,LECUIR,bipec286,Régime Intra-Communautaire
res.partner_LEDER1,LEDERLAND BAG'S & M(N°1540065525),True,True,,HELLWAGSTRASSE  21,,1200,WIEN,,account_payment_term.30joursnet,0043 13303200,0043 13303200,,,LEDER1,English,LEDER1,ragit482,Régime Intra-Communautaire
res.partner_LEDER2,LEDER-LUNZE,True,True,res.state_SACHSEN,LESSINGSTRASSE 21,,1896,PULSNITZ,,account_payment_term.30joursnet,035955 722 77,,,,LEDER2,English,LEDER2,qusom460,Régime Intra-Communautaire
res.partner_LEDER4,LEDERHUIS (N°1560064955),True,True,,SPOORSTRAAT . 27,,1781,JC DEN HELDER,,account_payment_term.30joursnet,0223.62.23.59,,,,LEDER4,Dutch / Nederlands,LEDER4,jajuq025,Régime Intra-Communautaire
res.partner_LEDER5,LEDER - COLLECTION REHMANN,True,True,res.state_MECKLENBURG,ALTBÖTERSTRASSE 2 A ,,23966,WISMAR,,account_payment_term.30joursnet,03.841.22.7041,,,,LEDER5,English,LEDER5,vesic563,Régime Intra-Communautaire
res.partner_LEDER6,LEDERW. AM STEUBENPLATZ,True,True,res.state_BERLIN,REICHSSTRASSE . 81,,14052,BERLIN,,account_payment_term.30joursnet,030.304.24.05,030.304.93.89,,,LEDER6,English,LEDER6,lebim096,Régime Intra-Communautaire
res.partner_LEDER7,LEDER-LAGE,True,True,res.state_BAYERN,GEWERBEGASSE 3,,83395,FREILASSINGEN,,account_payment_term.30joursnet,0049 86547131,,,,LEDER7,English,LEDER7,cegur538,Régime Intra-Communautaire
res.partner_LEDER8,LEDERBASAR,True,True,res.state_BAYERN,HAUPTSTRASSE 18,,83395,FREILASSING,,account_payment_term.30joursnet,0049 86549743,0049 865467884,,,LEDER8,English,LEDER8,teteq031,Régime Intra-Communautaire
res.partner_LEDERE,LEDEREIEN,True,True,res.state_NORDRHEIN-WESTFALEN,ORCHIDEENWEG 8,,32139,SPENGE,,account_payment_term.30joursnet,495225600032,495225601827,skleinalstede@teleos-web.de,,LEDERE,English,LEDERE,quniv319,Régime Intra-Communautaire
res.partner_LEDERG,LEDER-GALERIE,True,True,,BRUNNENSTRASSE 46,,34537,BAD WILDUNGEN,,account_payment_term.30joursnet,0049 15228846725,,,,LEDERG,English,,,Régime Intra-Communautaire
res.partner_LEDERL,LEDERLICH LEDERWAREN,True,True,res.state_SACHSEN,ZWINGLISTRASSE 32,,1277,DRESDEN,,account_payment_term.30joursnet,00-493617462070,,,,LEDERL,English,LEDERL,fuxaf314,Régime Intra-Communautaire
res.partner_LEDERM,LEDERMODA SL,True,True,,VENTURA CASTA . 17,,3750,PEDREGUER ( ALICANTE),,account_payment_term.ttbeforeshipment,96.645.66.62,965761832,,,LEDERM,French / Français,LEDERM,piled526,Régime Intra-Communautaire
res.partner_LEDERO,LEDEROASE MEITZNER & KUCKELT GBR,True,True,res.state_BRANDENBURG,MARGASTRASSE 1,,1968,SENFTENBERG,,account_payment_term.30joursnet,0049 35738092730,0049 35738092798,,,LEDERO,English,LEDERO,xuqar044,Régime Intra-Communautaire
res.partner_LEDERP,LEDER - POINT,True,True,res.state_BERLIN,PLAUENER STRASSE 163-165,,13053,BERLIN,,account_payment_term.30joursnet,0049 3051653928,,,,LEDERP,English,LEDERP,zenat650,Régime Intra-Communautaire
res.partner_LEDERR,LEDER-ROTH,True,True,res.state_SACHSEN,FLEISCHERGASSE 13,,1662,MEIßEN,,account_payment_term.30joursnet,0049 3521458116,,,,LEDERR,English,LEDERR,baguv944,Régime Intra-Communautaire
res.partner_LEGAYE,LEGAYE FERNAND,True,True,,101. ROUTE DE BRUXELLES,,4340,AWANS,,account_payment_term.30joursnet,04 2522835,,,,LEGAYE,French / Français,LEGAYE,zizax039,Régime National
res.partner_LEGRO,LEGRO GMBH,True,True,,ESLARNGASSE 10/3A,,1030,WIEN,,account_payment_term.30joursnet,0043 13323602,0043 13308553,legro@aon.at,,LEGRO,English,LEGRO,dufez698,Régime Intra-Communautaire
res.partner_LEHALL,LE HALL DU VOYAGE,True,True,,14 . RUE JEAN JAURES,,6400,CANNES,,account_payment_term.60joursfindemois,4.93.38.52.48,,,,LEHALL,French / Français,LEHALL,vitib342,Régime Intra-Communautaire
res.partner_LEHMAN,SCHUHHAUS LEHMANN,True,True,res.state_THÜRINGEN,BINNENGÂRTENSTR. 9,,6749,BITTERFELD,,account_payment_term.30joursnet,03493 . 22617,,,,LEHMAN,English,LEHMAN,mevab412,Régime Intra-Communautaire
res.partner_LEHNE,BERND LEHNE,True,True,res.state_RHEINLAND-PFALZ,HAUPSTR. 13,,66907,GLAN MÜNCHWEILER,,account_payment_term.30joursnet,06383/349,06383/349,,,LEHNE,English,LEHNE,naguf903,Régime Intra-Communautaire
res.partner_LEITNE,BOCK MARKUS LEDERWAREN (65545),True,True,,BÜRGERGASSE . 50,,8330,FELDBACH,,account_payment_term.30joursnet,0043 31522271,0043 3152227122,,,LEITNE,English,LEITNE,fogod545,Régime Intra-Communautaire
res.partner_LEJOLY,LEJOLY,True,True,,ZUR DOMANE . 29,,4750,BUTGENBACH,,account_payment_term.30joursnet,080 642066,80647997,thunus.lejoly@skynet.be,,LEJOLY,French / Français,LEJOLY,pigiv943,Régime National
